a,b,completion
0,0,66
0,1,66
0,2,66
0,3,66
0,4,66
0,5,66
0,6,66
0,7,66
0,8,66
0,9,66
0,10,66
0,11,66
0,12,66
0,13,66
0,14,66
0,15,66
0,16,66
0,17,66
0,18,66
0,19,66
0,20,66
0,21,66
0,22,66
0,23,66
0,24,66
0,25,66
0,26,66
0,27,66
0,28,66
0,29,66
0,30,66
0,31,66
0,32,66
0,33,66
0,34,66
0,35,66
0,36,66
0,37,66
0,38,66
0,39,66
0,40,66
0,41,66
0,42,66
0,43,66
0,44,66
0,45,66
0,46,66
0,47,66
0,48,66
0,49,66
0,50,66
0,51,66
0,52,66
0,53,66
0,54,66
0,55,66
0,56,66
0,57,66
0,58,66
0,59,66
0,60,66
0,61,66
0,62,66
0,63,66
0,64,66
0,65,66
0,66,66
0,67,66
0,68,66
0,69,66
0,70,66
0,71,66
0,72,66
0,73,66
0,74,66
0,75,66
0,76,66
0,77,66
0,78,66
0,79,66
0,80,66
0,81,66
0,82,66
0,83,66
0,84,66
0,85,66
0,86,66
0,87,66
0,88,66
0,89,66
0,90,66
0,91,66
0,92,66
0,93,66
0,94,66
0,95,66
0,96,66
0,97,66
0,98,66
0,99,66
1,0,66
1,1,66
1,2,66
1,3,66
1,4,66
1,5,66
1,6,66
1,7,66
1,8,66
1,9,66
1,10,66
1,11,66
1,12,66
1,13,66
1,14,66
1,15,66
1,16,66
1,17,66
1,18,66
1,19,66
1,20,66
1,21,66
1,22,66
1,23,66
1,24,66
1,25,66
1,26,66
1,27,66
1,28,66
1,29,66
1,30,66
1,31,66
1,32,66
1,33,66
1,34,66
1,35,66
1,36,66
1,37,66
1,38,66
1,39,66
1,40,66
1,41,66
1,42,66
1,43,66
1,44,66
1,45,66
1,46,66
1,47,66
1,48,66
1,49,66
1,50,66
1,51,66
1,52,66
1,53,66
1,54,66
1,55,66
1,56,66
1,57,66
1,58,66
1,59,66
1,60,66
1,61,66
1,62,66
1,63,66
1,64,66
1,65,66
1,66,66
1,67,66
1,68,66
1,69,66
1,70,66
1,71,66
1,72,66
1,73,66
1,74,66
1,75,66
1,76,66
1,77,66
1,78,66
1,79,66
1,80,66
1,81,66
1,82,66
1,83,66
1,84,66
1,85,66
1,86,66
1,87,66
1,88,66
1,89,66
1,90,66
1,91,66
1,92,66
1,93,66
1,94,66
1,95,66
1,96,66
1,97,66
1,98,66
1,99,66
2,0,66
2,1,66
2,2,66
2,3,66
2,4,66
2,5,66
2,6,66
2,7,66
2,8,66
2,9,66
2,10,66
2,11,66
2,12,66
2,13,66
2,14,66
2,15,66
2,16,66
2,17,66
2,18,66
2,19,66
2,20,66
2,21,66
2,22,66
2,23,66
2,24,66
2,25,66
2,26,66
2,27,66
2,28,66
2,29,66
2,30,66
2,31,66
2,32,66
2,33,66
2,34,66
2,35,66
2,36,66
2,37,66
2,38,66
2,39,66
2,40,66
2,41,66
2,42,66
2,43,66
2,44,66
2,45,66
2,46,66
2,47,66
2,48,66
2,49,66
2,50,66
2,51,66
2,52,66
2,53,66
2,54,66
2,55,66
2,56,66
2,57,66
2,58,66
2,59,66
2,60,66
2,61,66
2,62,66
2,63,66
2,64,66
2,65,66
2,66,66
2,67,66
2,68,66
2,69,66
2,70,66
2,71,66
2,72,66
2,73,66
2,74,66
2,75,66
2,76,66
2,77,66
2,78,66
2,79,66
2,80,66
2,81,66
2,82,66
2,83,66
2,84,66
2,85,66
2,86,66
2,87,66
2,88,66
