a,b,completion
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,8
0,8,5
0,9,5
0,10,5
0,11,5
0,12,0
0,13,5
0,14,5
0,15,0
0,16,0
0,17,5
0,18,5
0,19,5
0,20,0
0,21,0
0,22,0
0,23,0
0,24,5
0,25,0
0,26,0
0,27,0
0,28,0
0,29,5
0,30,5
0,31,5
0,32,0
0,33,5
0,34,5
0,35,522
0,36,0
0,37,522
0,38,522
0,39,522
0,40,522
0,41,0
0,42,522
0,43,522
0,44,522
0,45,522
0,46,522
0,47,522
0,48,522
0,49,522
0,50,522
0,51,522
0,52,522
0,53,522
0,54,522
0,55,522
0,56,522
0,57,522
0,58,522
0,59,522
0,60,522
0,61,522
0,62,522
0,63,522
0,64,522
0,65,522
0,66,522
0,67,522
0,68,522
0,69,522
0,70,2870
0,71,522
0,72,522
0,73,522
0,74,522
0,75,522
0,76,522
0,77,522
0,78,522
0,79,522
0,80,522
0,81,522
0,82,522
0,83,522
0,84,542
0,85,522
0,86,542
0,87,542
0,88,542
0,89,542
0,90,522
0,91,522
0,92,522
0,93,522
0,94,522
0,95,522
0,96,542
0,97,522
0,98,522
0,99,522
1,0,0
1,1,1
1,2,1
1,3,5
1,4,5
1,5,5
1,6,890
1,7,8
1,8,5
1,9,5
1,10,5
1,11,5
1,12,5
1,13,5
1,14,5
1,15,5
1,16,5
1,17,5
1,18,5
1,19,5
1,20,1
1,21,5
1,22,5
1,23,1
1,24,5
1,25,5
1,26,5
1,27,5
1,28,0
1,29,5
1,30,5
1,31,5
1,32,4
1,33,5
1,34,5
1,35,522
1,36,4
1,37,522
1,38,522
1,39,522
1,40,4
1,41,4
1,42,522
1,43,522
1,44,522
1,45,522
1,46,522
1,47,522
1,48,522
1,49,522
1,50,522
1,51,522
1,52,522
1,53,522
1,54,542
1,55,522
1,56,542
1,57,522
1,58,522
1,59,522
1,60,522
1,61,522
1,62,542
1,63,542
1,64,522
1,65,542
1,66,542
1,67,522
1,68,522
1,69,522
1,70,2870
1,71,522
1,72,522
1,73,522
1,74,522
1,75,522
1,76,522
1,77,522
1,78,522
1,79,522
1,80,522
1,81,522
1,82,522
1,83,542
1,84,542
1,85,542
1,86,542
1,87,542
1,88,542
1,89,542
1,90,522
1,91,522
1,92,522
1,93,522
1,94,522
1,95,522
1,96,542
1,97,542
1,98,542
1,99,522
2,0,0
2,1,1
2,2,5
2,3,5
2,4,5
2,5,5
2,6,890
2,7,8
2,8,542
2,9,542
2,10,5
2,11,5
2,12,5
2,13,5
2,14,5
2,15,5
2,16,5
2,17,5
2,18,5
2,19,5
2,20,5
2,21,5
2,22,5
2,23,5
2,24,5
2,25,5
2,26,5
2,27,5
2,28,2
2,29,522
2,30,5
2,31,5
2,32,5
2,33,5
2,34,522
2,35,522
2,36,522
2,37,522
2,38,522
2,39,522
2,40,522
2,41,4
2,42,522
2,43,522
2,44,522
2,45,522
2,46,522
2,47,522
2,48,542
2,49,542
2,50,522
2,51,542
2,52,542
2,53,542
2,54,542
2,55,542
2,56,542
2,57,542
2,58,522
2,59,522
2,60,522
2,61,542
2,62,542
2,63,542
2,64,542
2,65,542
2,66,542
2,67,542
2,68,522
2,69,478
2,70,2870
2,71,478
2,72,542
2,73,542
2,74,542
2,75,522
2,76,542
2,77,542
2,78,542
2,79,542
2,80,590
2,81,542
2,82,542
2,83,542
2,84,542
2,85,542
2,86,542
2,87,542
2,88,542
2,89,542
2,90,542
2,91,542
2,92,542
2,93,542
2,94,542
2,95,542
2,96,542
2,97,542
2,98,542
2,99,542
3,0,0
3,1,1
3,2,5
3,3,5
3,4,5
3,5,5
3,6,890
3,7,542
3,8,542
3,9,542
3,10,5
3,11,5
3,12,5
3,13,5
3,14,5
3,15,5
3,16,5
3,17,5
3,18,5
3,19,5
3,20,5
3,21,5
3,22,5
3,23,5
3,24,542
3,25,5
3,26,5
3,27,5
3,28,4
3,29,522
3,30,522
3,31,5
3,32,5
3,33,522
3,34,522
3,35,522
3,36,522
3,37,522
3,38,522
3,39,522
3,40,522
3,41,522
3,42,522
3,43,542
3,44,542
3,45,542
3,46,542
3,47,542
3,48,542
3,49,542
3,50,522
3,51,542
3,52,542
3,53,542
3,54,542
3,55,542
3,56,542
3,57,542
3,58,522
3,59,542
3,60,542
3,61,542
3,62,542
3,63,542
3,64,542
3,65,542
3,66,542
3,67,542
3,68,522
3,69,522
3,70,2870
3,71,478
3,72,542
3,73,542
3,74,542
3,75,522
3,76,542
3,77,542
3,78,542
3,79,542
3,80,590
3,81,542
3,82,542
3,83,542
3,84,542
3,85,542
3,86,542
3,87,542
3,88,542
3,89,542
3,90,542
3,91,542
3,92,542
3,93,542
3,94,542
3,95,542
3,96,542
3,97,542
3,98,542
3,99,542
4,0,0
4,1,1
4,2,5
4,3,5
4,4,522
4,5,575
4,6,890
4,7,542
4,8,542
4,9,542
4,10,542
4,11,5
4,12,542
4,13,5
4,14,542
4,15,5
4,16,5
4,17,5
4,18,522
4,19,5
4,20,5
4,21,5
4,22,5
4,23,5
4,24,542
4,25,5
4,26,522
4,27,522
4,28,4
4,29,522
4,30,522
4,31,5
4,32,522
4,33,522
4,34,522
4,35,522
4,36,522
4,37,522
4,38,522
4,39,522
4,40,522
4,41,522
4,42,522
4,43,542
4,44,542
4,45,542
4,46,542
4,47,542
4,48,542
4,49,542
4,50,542
4,51,542
4,52,542
4,53,542
4,54,542
4,55,542
4,56,542
4,57,542
4,58,522
4,59,522
4,60,542
4,61,542
4,62,542
4,63,542
4,64,542
4,65,542
4,66,542
4,67,542
4,68,542
4,69,522
4,70,2870
4,71,495
4,72,542
4,73,542
4,74,542
4,75,522
4,76,542
4,77,542
4,78,542
4,79,542
4,80,590
4,81,542
4,82,542
4,83,542
4,84,542
4,85,542
4,86,542
4,87,542
4,88,542
4,89,542
4,90,542
4,91,542
4,92,542
4,93,542
4,94,542
4,95,542
4,96,542
4,97,542
4,98,542
4,99,542
5,0,0
5,1,1
5,2,5
5,3,5
5,4,5
5,5,5
5,6,890
5,7,542
5,8,542
5,9,542
5,10,5
5,11,5
5,12,5
5,13,5
5,14,5
5,15,5
5,16,5
5,17,5
5,18,5
5,19,5
5,20,5
5,21,5
5,22,5
5,23,5
5,24,5
5,25,5
5,26,5
5,27,5
5,28,5
5,29,5
5,30,5
5,31,5
5,32,5
5,33,5
5,34,542
5,35,542
5,36,542
5,37,542
5,38,542
5,39,542
5,40,542
5,41,522
5,42,542
5,43,542
5,44,542
5,45,542
5,46,542
5,47,542
5,48,542
5,49,542
5,50,542
5,51,542
5,52,542
5,53,542
5,54,542
5,55,542
5,56,542
5,57,542
5,58,522
5,59,542
5,60,542
5,61,542
5,62,542
5,63,542
5,64,542
5,65,542
5,66,542
5,67,542
5,68,542
5,69,522
5,70,2870
5,71,567
5,72,542
5,73,542
5,74,542
5,75,542
5,76,542
5,77,542
5,78,542
5,79,542
5,80,590
5,81,542
5,82,542
5,83,542
5,84,542
5,85,542
5,86,542
5,87,542
5,88,542
5,89,542
5,90,542
5,91,542
5,92,542
5,93,542
5,94,542
5,95,542
5,96,542
5,97,542
5,98,542
5,99,542
6,0,0
6,1,1
6,2,5
6,3,5
6,4,522
6,5,575
6,6,890
6,7,542
6,8,542
6,9,542
6,10,542
6,11,542
6,12,542
6,13,542
6,14,542
6,15,542
6,16,542
6,17,542
6,18,542
6,19,522
6,20,5
